Bot Name,Bot Nickname,Bot Level,Assignment Status,Quest Name,Objective Name,Step Number,Start Time,End Time
Bot177,"DewardianDev",5,Failed,"Scav Base","Scav Base: Objective #1","1","16:53:29","16:53:32",
Bot177,"DewardianDev",5,Failed,"Introduction","Zone huntsman_001","1","16:53:37","16:53:40",
Bot177,"DewardianDev",5,Failed,"Introduction","Item Encrypted message","1","16:53:45","16:53:48",
Bot178,"PaPaSamBuBu",9,Completed,"The Survivalist Path - Thrifty","Zone huntsman_005_1","2","16:37:40","16:38:28",
Bot178,"PaPaSamBuBu",9,Failed,"The Survivalist Path - Thrifty","Zone huntsman_005_2","1","16:38:33","16:41:35",
Bot179,"Alex",14,Failed,"Supply Plans","Item Secure Folder 0052","1","16:37:40","16:43:37",
Bot180,"MedDeatH",10,Active,"Introduction","Item Encrypted message","1","16:37:41","N/A",
Bot181,"dushaoan",12,Failed,"USEC Camp North","USEC Camp North: Objective #1","1","16:37:42","16:41:29",
Bot182,"GrooveypenguinX",10,Active,"Search Mission","Zone pr_scout_base","1","16:37:42","N/A",
Bot183,"ANIME",14,Failed,"USEC Camp South","USEC Camp South: Objective #3","1","16:37:43","16:42:08",
Bot197,"MusicManiac",17,Failed,"Steady Signal","Zone q14_8_3","1","16:44:17","16:44:39",
Bot200,"CreamCheese",18,Completed,"Sniper Rock Crates","Sniper Rock Crates: Objective #3","1","16:44:58","16:45:27",
Bot200,"CreamCheese",18,Completed,"Sniper Rock Crates","Sniper Rock Crates: Objective #2","1","16:45:32","16:45:42",
Bot200,"CreamCheese",18,Failed,"Sniper Rock Crates","Sniper Rock Crates: Objective #1","1","16:45:48","16:46:23",
Bot201,"Choccy",17,Failed,"Steady Signal","Zone q14_8_2","1","16:44:58","16:46:58",
Bot202,"SamSWAT",16,Completed,"Sawmill Cabins","Sawmill Cabins: Objective #1","2","16:44:59","16:48:49",
Bot202,"SamSWAT",16,Completed,"Sawmill Cabins","Sawmill Cabins: Objective #2","2","16:48:55","16:49:25",
Bot202,"SamSWAT",16,Completed,"Sawmill Cabins","Sawmill Cabins: Objective #3","1","16:49:30","16:49:42",
Bot202,"SamSWAT",16,Pending,"Sawmill Patrol","Sawmill Patrol: Objective #1","2","16:49:47","N/A",
Bot202,"SamSWAT",16,Archived,"Sawmill Patrol","Sawmill Patrol: Objective #2","2","16:51:14","16:51:19",
Bot202,"SamSWAT",16,Pending,"Sawmill Patrol","Sawmill Patrol: Objective #4","2","16:51:24","N/A",
Bot202,"SamSWAT",16,Archived,"Sawmill Patrol","Sawmill Patrol: Objective #5","2","16:52:35","16:53:07",
Bot202,"SamSWAT",16,Archived,"Sawmill Patrol","Sawmill Patrol: Objective #3","2","16:53:12","16:54:35",
Bot202,"SamSWAT",16,Completed,"Sawmill Common Fund Stash","Sawmill Common Fund Stash: Objective #1","1","16:54:40","16:55:12",
Bot202,"SamSWAT",16,Completed,"Sawmill Shack","Sawmill Shack: Objective #1","2","16:55:17","16:56:20",
Bot202,"SamSWAT",16,Failed,"Scav Base","Scav Base: Objective #2","1","16:56:25","16:57:22",
Bot202,"SamSWAT",16,Failed,"Scav Base","Scav Base: Objective #3","1","16:57:27","16:57:27",
Bot202,"SamSWAT",16,Failed,"Scav Base","Scav Base: Objective #4","1","16:57:32","16:57:32",
Bot203,"Hicchy",8,Failed,"Sawmill Cabins","Sawmill Cabins: Objective #1","1","16:45:00","16:45:28",
Bot216,"Ярик Опасный (Tariyihika)",1,Completed,"Scav Base","Scav Base: Objective #2","3","16:49:08","16:50:02",
Bot226,"NugentGL",13,Pending,"Scav Town Sniping","Scav Town Sniping: Objective #3","1","16:51:13","N/A",
Bot225,"白闲者",12,Failed,"Sniper Rock Crates","Sniper Rock Crates: Objective #3","1","16:51:14","16:51:19",
Bot225,"白闲者",12,Pending,"Sniper Rock Crates","Sniper Rock Crates: Objective #1","1","16:51:24","N/A",
Bot238,"Борька Херпроссы (Devraccoon)",1,Failed,"Sunken Village","Sunken Village: Objective #1","1","16:53:47","16:54:00",
Bot238,"Борька Херпроссы (Devraccoon)",1,Failed,"USEC Camp South","USEC Camp South: Objective #3","1","16:54:05","16:54:05",
Bot238,"Борька Херпроссы (Devraccoon)",1,Failed,"USEC Camp South","USEC Camp South: Objective #1","1","16:54:10","16:54:12",
Bot238,"Борька Херпроссы (Devraccoon)",1,Failed,"USEC Camp South","USEC Camp South: Objective #2","1","16:54:17","16:54:17",
Bot238,"Борька Херпроссы (Devraccoon)",1,Failed,"Scav Base","Scav Base: Objective #2","1","16:54:22","16:54:22",
Bot239,"Лев Перегар (DannyR121)",1,Failed,"VEX Beach","VEX Beach: Objective #1","1","16:54:12","16:54:22",
Bot239,"Лев Перегар (DannyR121)",1,Failed,"Scav Town","Scav Town: Objective #2","1","16:54:27","16:54:27",
Bot239,"Лев Перегар (DannyR121)",1,Failed,"Scav Base","Scav Base: Objective #2","1","16:54:32","16:54:33",
Bot239,"Лев Перегар (DannyR121)",1,Failed,"Scav Base","Scav Base: Objective #3","1","16:54:38","16:54:38",
Bot242,"SirTyler",15,Active,"USEC Camp South","USEC Camp South: Objective #3","1","16:54:21","N/A",
Bot243,"DjLang",9,Pending,"USEC Camp South","USEC Camp South: Objective #3","1","16:54:22","N/A",
Bot245,"Максим Шрек (Lave)",1,Pending,"Sniper Rock Crates","Sniper Rock Crates: Objective #2","1","16:56:06","N/A",
Bot247,"Генка Сметана (Gleneth)",1,Completed,"Sawmill Camp","Sawmill Camp: Objective #1","1","16:56:29","16:56:53",
Bot247,"Генка Сметана (Gleneth)",1,Completed,"Sawmill Shack","Sawmill Shack: Objective #1","2","16:56:58","16:58:27",
Bot247,"Генка Сметана (Gleneth)",1,Failed,"Scav Base","Scav Base: Objective #2","1","16:58:32","16:59:37",
