Bot Name,Bot Nickname,Bot Level,Assignment Status,Quest Name,Objective Name,Step Number,Start Time,End Time
Bot56,"CheekiBreeki",5,Completed,"Checkannaya 15","Checkannaya 15: Objective #1","1","16:20:55","16:22:17",
Bot56,"CheekiBreeki",5,Failed,"Lexos North Entry","Lexos North Entry: Objective #1","1","16:22:22","16:25:29",
Bot67,"Fiaf",3,Failed,"Checkannaya 15","Checkannaya 15: Objective #3","1","16:17:57","16:20:25",
Bot67,"Fiaf",3,Failed,"Checkannaya 15","Checkannaya 15: Objective #1","1","16:20:30","16:20:30",
Bot67,"Fiaf",3,Failed,"Checkannaya 15","Checkannaya 15: Objective #4","1","16:20:35","16:20:35",
Bot67,"Fiaf",3,Failed,"Checkannaya 15","Checkannaya 15: Objective #2","1","16:20:41","16:20:41",
Bot67,"Fiaf",3,Failed,"Checkannaya 15","Checkannaya 15: Objective #5","1","16:20:46","16:20:46",
Bot67,"Fiaf",3,Failed,"Checkannaya 15","Checkannaya 15: Objective #6","1","16:20:52","16:20:53",
Bot67,"Fiaf",3,Failed,"Checkannaya 15","Checkannaya 15: Objective #7","1","16:20:58","16:20:58",
Bot67,"Fiaf",3,Failed,"Checkannaya 15","Checkannaya 15: Objective #8","1","16:21:04","16:21:04",
Bot92,"Эраст Макака (r2go)",1,Pending,"Primorsky Extract Area","Primorsky Extract Area: Objective #1","1","16:21:12","N/A",
Bot93,"Pycak",5,Pending,"Finance Building","Finance Building: Objective #4","1","16:21:40","N/A",
Bot93,"Pycak",5,Active,"Finance Building","Finance Building: Objective #3","1","16:22:53","N/A",
Bot94,"Colonel",4,Pending,"Pinewood Hotel Patrol","Pinewood Hotel Patrol: Objective #3","1","16:21:43","N/A",
Bot95,"Oraceon",5,Pending,"Primorksy 46","Primorksy 46: Objective #6","1","16:21:46","N/A",
Bot104,"Extrenz Arnautov",13,Pending,"Pets Won't Need It - Part 1","Zone quest_zone_find_2st_med_invent2","1","16:22:30","N/A",
Bot103,"Dirtbikercj",12,Failed,"Pets Won't Need It - Part 2","Zone Pharma_1","1","16:22:32","16:26:57",
Bot101,"Владик Кабан (Tron)",1,Completed,"Checkannaya 15 Upstairs","Checkannaya 15 Upstairs: Objective #3","1","16:22:33","16:26:31",
Bot101,"Владик Кабан (Tron)",1,Completed,"Checkannaya 15 Upstairs","Checkannaya 15 Upstairs: Objective #1","1","16:26:36","16:26:38",
Bot101,"Владик Кабан (Tron)",1,Completed,"Checkannaya 15 Upstairs","Checkannaya 15 Upstairs: Objective #4","1","16:26:43","16:26:46",
Bot101,"Владик Кабан (Tron)",1,Completed,"Checkannaya 15 Upstairs","Checkannaya 15 Upstairs: Objective #2","2","16:26:51","16:27:17",
Bot101,"Владик Кабан (Tron)",1,Pending,"Lexos Center","Lexos Center: Objective #1","1","16:27:22","N/A",
Bot101,"Владик Кабан (Tron)",1,Completed,"Lexos Center","Lexos Center: Objective #3","1","16:29:11","16:29:13",
Bot101,"Владик Кабан (Tron)",1,Completed,"Lexos Center","Lexos Center: Objective #4","1","16:29:18","16:29:23",
Bot101,"Владик Кабан (Tron)",1,Completed,"Lexos Center","Lexos Center: Objective #5","1","16:29:28","16:29:49",
Bot101,"Владик Кабан (Tron)",1,Completed,"Lexos Center","Lexos Center: Objective #2","1","16:29:54","16:30:17",
Bot101,"Владик Кабан (Tron)",1,Completed,"Lexos South Entry","Lexos South Entry: Objective #7","1","16:30:22","16:30:53",
Bot105,"Borkel",3,Failed,"Primorksy 46","Primorksy 46: Objective #8","1","16:22:46","16:25:05",
Bot106,"LuckyCharmT",12,Pending,"Post Office","Post Office: Objective #1","1","16:22:47","N/A",
Bot106,"LuckyCharmT",12,Active,"Post Office","Post Office: Objective #3","1","16:31:03","N/A",
Bot107,"Авксентий Вроттердам (hughz001)",1,Active,"Pinewood Hotel Dentist","Pinewood Hotel Dentist: Objective #1","1","16:23:08","N/A",
Bot113,"Платон Вантуз (ThurmanMurman)",1,Pending,"Pinewood Hotel Dentist","Pinewood Hotel Dentist: Objective #5","1","16:24:23","N/A",
Bot123,"AcidPhantasm",13,Failed,"Shestyorochka","Shestyorochka: Objective #1","1","16:24:51","16:25:09",
Bot123,"AcidPhantasm",13,Failed,"Shestyorochka","Shestyorochka: Objective #2","1","16:25:14","16:25:25",
Bot123,"AcidPhantasm",13,Completed,"Nikitskaya 6","Nikitskaya 6: Objective #7","1","16:25:30","16:25:52",
Bot123,"AcidPhantasm",13,Completed,"Nikitskaya 6","Nikitskaya 6: Objective #6","1","16:25:57","16:26:10",
Bot123,"AcidPhantasm",13,Failed,"Nikitskaya 6","Nikitskaya 6: Objective #5","1","16:26:16","16:26:27",
Bot123,"AcidPhantasm",13,Failed,"Nikitskaya 6","Nikitskaya 6: Objective #4","1","16:26:32","16:26:32",
Bot123,"AcidPhantasm",13,Failed,"Nikitskaya 6","Nikitskaya 6: Objective #8","1","16:26:37","16:27:01",
Bot123,"AcidPhantasm",13,Failed,"Nikitskaya 6","Nikitskaya 6: Objective #3","1","16:27:06","16:27:06",
Bot123,"AcidPhantasm",13,Failed,"Nikitskaya 6","Nikitskaya 6: Objective #1","1","16:27:11","16:27:28",
Bot123,"AcidPhantasm",13,Failed,"Nikitskaya 6","Nikitskaya 6: Objective #2","1","16:27:33","16:27:33",
Bot123,"AcidPhantasm",13,Completed,"Nikitskaya 8","Nikitskaya 8: Objective #1","1","16:27:38","16:27:59",
Bot123,"AcidPhantasm",13,Failed,"Finance Building","Finance Building: Objective #4","1","16:28:05","16:28:34",
Bot123,"AcidPhantasm",13,Failed,"Finance Building","Finance Building: Objective #3","1","16:28:39","16:28:50",
Bot123,"AcidPhantasm",13,Failed,"Finance Building","Finance Building: Objective #1","1","16:28:55","16:28:58",
Bot123,"AcidPhantasm",13,Failed,"Finance Building","Finance Building: Objective #2","1","16:29:03","16:29:13",
Bot123,"AcidPhantasm",13,Failed,"Diner","Diner: Objective #2","1","16:29:18","16:29:19",
Bot123,"AcidPhantasm",13,Failed,"Diner","Diner: Objective #1","1","16:29:25","16:29:41",
Bot123,"AcidPhantasm",13,Failed,"S Cinema Store","S Cinema Store: Objective #1","1","16:29:47","16:30:05",
Bot123,"AcidPhantasm",13,Failed,"Malevicha 2","Malevicha 2: Objective #2","1","16:30:11","16:30:33",
Bot127,"Мелентий Новгородский (matt)",1,Active,"Primorksy 46","Primorksy 46: Objective #5","1","16:25:23","N/A",
Bot135,"Leonana69",13,Failed,"Primorksy 46","Primorksy 46: Objective #8","1","16:27:39","16:29:01",
Bot135,"Leonana69",13,Completed,"Primorksy 46","Primorksy 46: Objective #7","1","16:29:06","16:29:06",
Bot135,"Leonana69",13,Completed,"Primorksy 46","Primorksy 46: Objective #1","1","16:29:11","16:29:11",
Bot135,"Leonana69",13,Failed,"Primorksy 46","Primorksy 46: Objective #6","1","16:29:16","16:29:16",
Bot135,"Leonana69",13,Failed,"Primorksy 46","Primorksy 46: Objective #3","1","16:29:21","16:29:21",
Bot135,"Leonana69",13,Failed,"Primorksy 46","Primorksy 46: Objective #2","1","16:29:26","16:29:26",
Bot135,"Leonana69",13,Failed,"Primorksy 46","Primorksy 46: Objective #4","1","16:29:31","16:29:31",
Bot135,"Leonana69",13,Failed,"Primorksy 46","Primorksy 46: Objective #5","1","16:29:36","16:29:36",
Bot135,"Leonana69",13,Failed,"Census Building","Census Building: Objective #1","1","16:29:41","16:29:41",
Bot135,"Leonana69",13,Failed,"Census Building","Census Building: Objective #5","1","16:29:47","16:29:47",
Bot135,"Leonana69",13,Failed,"Census Building","Census Building: Objective #3","1","16:29:52","16:29:52",
Bot143,"ChiNoel",7,Active,"IT Firm Office","IT Firm Office: Objective #9","1","16:28:09","N/A",
Bot144,"Mr_Pudlik",4,Pending,"Post Office","Post Office: Objective #1","1","16:28:25","N/A",
Bot145,"GrooveypenguinX",4,Pending,"IT Firm Office","IT Firm Office: Objective #7","1","16:28:31","N/A",
Bot146,"bitwarrior",13,Pending,"School","School: Objective #5","1","16:28:34","N/A",
Bot156,"Толя Вереск (WillDaPope)",1,Pending,"Bilbo Coffee","Bilbo Coffee: Objective #3","1","16:29:50","N/A",
Bot154,"Володарчик Русь (Grasyl)",1,Pending,"Theater Hideout","Theater Hideout: Objective #1","1","16:29:57","N/A",
Bot157,"gansik",7,Active,"Cinema Hideout","Cinema Hideout: Objective #2","1","16:30:03","N/A",
Bot159,"Тёма Удмурт (TinglePlayerParkov)",1,Completed,"Lexos Garage","Lexos Garage: Objective #2","1","16:30:11","16:30:14",
Bot159,"Тёма Удмурт (TinglePlayerParkov)",1,Failed,"Lexos Garage","Lexos Garage: Objective #6","1","16:30:19","16:30:34",
Bot166,"Филат Рама (Mako)",1,Pending,"Beluga","Beluga: Objective #2","1","16:30:52","N/A",
Bot169,"Crackbone",6,Pending,"Lexos North Entry","Lexos North Entry: Objective #1","1","16:31:00","N/A",
Bot168,"btdc00",15,Active,"IT Firm Office","IT Firm Office: Objective #3","1","16:31:04","N/A",
Bot172,"Гиви Абуза (kova)",1,Active,"S Cinema Store","S Cinema Store: Objective #1","1","16:31:06","N/A",
