Bot Name,Bot Nickname,Bot Level,Assignment Status,Quest Name,Objective Name,Step Number,Start Time,End Time
Bot129,"Hupfi",1,Active,"Giving Tree","Giving Tree: Objective #1","1","22:35:28","N/A",
Bot130,"IhanaMies",3,Pending,"Fortress","Fortress: Objective #5","1","22:35:29","N/A",
Bot131,"MacrossMX7167",11,Pending,"Fortress","Fortress: Objective #5","1","22:35:29","N/A",
Bot136,"DanW",10,Completed,"Old Gas","Old Gas: Objective #2","1","22:37:38","22:38:38",
Bot136,"DanW",10,Completed,"Old Gas","Old Gas: Objective #1","1","22:38:43","22:40:18",
Bot136,"DanW",10,Pending,"Fortress","Fortress: Objective #5","1","22:40:23","N/A",
Bot136,"DanW",10,Failed,"Fortress","Fortress: Objective #8","1","22:41:12","22:41:12",
Bot136,"DanW",10,Active,"Fortress","Fortress: Objective #7","1","22:41:17","N/A",
Bot137,"Tariyihika",15,Pending,"Giving Tree","Giving Tree: Objective #1","1","22:37:39","N/A",
Bot143,"Pycak",9,Failed,"Fortress","Fortress: Objective #9","1","22:39:05","22:40:10",
Bot142,"Agnotology",17,Failed,"Crackhouse","Crackhouse: Objective #7","1","22:39:12","22:40:38",
Bot144,"Эдуард Толич (dushaoan)",1,Active,"Fortress","Fortress: Objective #5","1","22:40:17","N/A",
Bot145,"Юрец Снайлер (toaddsworth)",1,Completed,"Storage","Storage: Objective #7","1","22:40:50","22:41:11",
Bot145,"Юрец Снайлер (toaddsworth)",1,Pending,"Storage","Storage: Objective #6","1","22:41:16","N/A",
Bot145,"Юрец Снайлер (toaddsworth)",1,Active,"Storage","Storage: Objective #5","1","22:41:46","N/A",
Bot148,"cinna.toastie",1,Completed,"Dorms 3 Story","Dorms 3 Story: Objective #6","1","22:41:23","22:42:09",
Bot148,"cinna.toastie",1,Completed,"Dorms 3 Story","Dorms 3 Story: Objective #4","1","22:42:14","22:42:54",
Bot148,"cinna.toastie",1,Completed,"Dorms 3 Story","Dorms 3 Story: Objective #1","1","22:42:59","22:43:12",
Bot148,"cinna.toastie",1,Pending,"Dorms 3 Story","Dorms 3 Story: Objective #9","1","22:43:17","N/A",
Bot149,"PaPaSamBuBu",17,Pending,"Dorms 3 Story","Dorms 3 Story: Objective #6","1","22:41:24","N/A",
Bot153,"Богдан Упругий (Crackbone)",1,Completed,"Antenna","Antenna: Objective #1","1","22:41:42","22:41:57",
Bot154,"Extrenz Arnautov",7,Active,"Fortress","Fortress: Objective #4","1","22:42:41","N/A",
